School ID,Year,Test Name,# Students Tested,Overall ELA Mean Scale Score,Overall ELA % Did Not Meet,Overall ELA % Partially Met,Overall ELA % Approached,Overall ELA % Met,Overall ELA % Exceeded,Overall ELA % Met or Exceeded,Reading Mean Scale Score,Reading Literary Text % Did Not Yet Meet or Partially Met,Reading Literary Text % Approached,Reading Literary Text % Met or Exceeded,Reading Information % Did Not Yet Meet or Partially Met,Reading Information % Approached,Reading Information % Met or Exceeded,Vocabulary % Did Not Yet Meet or Partially Met,Vocabulary % Approached,Vocabulary % Met or Exceeded,Writing Mean Scale Score,Writing Expression % Did Not Yet Meet or Partially Met,Writing Expression % Approached,Writing Expression % Met or Exceeded,Writing Conventions % Did Not Yet Meet or Partially Met,Writing Conventions % Approached,Writing Conventions % Met or Exceeded
400083,2017,ELA/Literacy Grade 3,52,715,30.80%,30.80%,25.00%,13.50%,0.00%,13.50%,36,69.20%,13.50%,17.30%,61.50%,30.80%,7.70%,71.20%,9.60%,19.20%,26,61.50%,19.20%,19.20%,48.10%,28.80%,23.10%
400084,2017,ELA/Literacy Grade 3,32,721,31.30%,28.10%,18.80%,21.90%,0.00%,21.90%,40,65.60%,12.50%,21.90%,43.80%,34.40%,21.90%,50.00%,25.00%,25.00%,25,56.30%,25.00%,18.80%,62.50%,18.80%,18.80%
400089,2017,ELA/Literacy Grade 3,63,712,41.30%,28.60%,12.70%,17.50%,0.00%,17.50%,35,66.70%,17.50%,15.90%,60.30%,28.60%,11.10%,63.50%,22.20%,14.30%,25,73.00%,12.70%,14.30%,73.00%,7.90%,19.00%
400092,2017,ELA/Literacy Grade 3,49,715,30.60%,26.50%,28.60%,14.30%,0.00%,14.30%,34,73.50%,12.20%,14.30%,59.20%,28.60%,12.20%,65.30%,18.40%,16.30%,27,46.90%,20.40%,32.70%,57.10%,14.30%,28.60%
400096,2017,ELA/Literacy Grade 3,112,737,11.60%,20.50%,34.80%,30.40%,2.70%,33.00%,44,51.80%,17.00%,31.30%,37.50%,32.10%,30.40%,36.60%,28.60%,34.80%,32,40.20%,23.20%,36.60%,31.30%,24.10%,44.60%
400101,2017,ELA/Literacy Grade 3,64,732,14.10%,25.00%,35.90%,25.00%,0.00%,25.00%,43,43.80%,26.60%,29.70%,42.20%,31.30%,26.60%,35.90%,26.60%,37.50%,30,42.20%,28.10%,29.70%,28.10%,21.90%,50.00%
400107,2017,ELA/Literacy Grade 3,71,721,36.60%,18.30%,14.10%,31.00%,0.00%,31.00%,37,66.20%,9.90%,23.90%,54.90%,21.10%,23.90%,59.20%,18.30%,22.50%,28,47.90%,21.10%,31.00%,43.70%,18.30%,38.00%
400111,2017,ELA/Literacy Grade 3,59,726,10.20%,37.30%,30.50%,22.00%,0.00%,22.00%,41,54.20%,18.60%,27.10%,50.80%,28.80%,20.30%,45.80%,23.70%,30.50%,28,64.40%,20.30%,15.30%,42.40%,23.70%,33.90%
400112,2017,ELA/Literacy Grade 3,64,734,15.60%,20.30%,28.10%,34.40%,1.60%,35.90%,42,50.00%,20.30%,29.70%,40.60%,32.80%,26.60%,50.00%,15.60%,34.40%,33,37.50%,12.50%,50.00%,26.60%,12.50%,60.90%
400114,2017,ELA/Literacy Grade 3,31,725,22.60%,29.00%,19.40%,29.00%,0.00%,29.00%,39,51.60%,25.80%,22.60%,51.60%,29.00%,19.40%,48.40%,25.80%,25.80%,29,48.40%,12.90%,38.70%,41.90%,29.00%,29.00%
400115,2017,ELA/Literacy Grade 3,60,723,25.00%,23.30%,26.70%,23.30%,1.70%,25.00%,40,51.70%,30.00%,18.30%,48.30%,23.30%,28.30%,63.30%,6.70%,30.00%,28,45.00%,25.00%,30.00%,60.00%,13.30%,26.70%
400116,2017,ELA/Literacy Grade 3,37,695,59.50%,27.00%,8.10%,2.70%,2.70%,5.40%,30,81.10%,13.50%,5.40%,78.40%,16.20%,5.40%,81.10%,8.10%,10.80%,19,86.50%,10.80%,2.70%,64.90%,27.00%,8.10%
400120,2017,ELA/Literacy Grade 3,63,716,27.00%,31.70%,25.40%,15.90%,0.00%,15.90%,36,65.10%,17.50%,17.50%,60.30%,25.40%,14.30%,58.70%,23.80%,17.50%,26,60.30%,25.40%,14.30%,47.60%,22.20%,30.20%
400121,2017,ELA/Literacy Grade 3,66,717,28.80%,31.80%,16.70%,22.70%,0.00%,22.70%,38,57.60%,21.20%,21.20%,48.50%,28.80%,22.70%,63.60%,13.60%,22.70%,25,63.60%,21.20%,15.20%,45.50%,24.20%,30.30%
400151,2017,ELA/Literacy Grade 3,78,725,24.40%,28.20%,23.10%,23.10%,1.30%,24.40%,41,55.10%,21.80%,23.10%,53.80%,23.10%,23.10%,50.00%,20.50%,29.50%,28,52.60%,32.10%,15.40%,51.30%,24.40%,24.40%
400153,2017,ELA/Literacy Grade 3,64,728,26.60%,18.80%,25.00%,28.10%,1.60%,29.70%,41,53.10%,17.20%,29.70%,45.30%,25.00%,29.70%,48.40%,15.60%,35.90%,29,50.00%,23.40%,26.60%,35.90%,18.80%,45.30%
400159,2017,ELA/Literacy Grade 3,54,749,14.80%,5.60%,22.20%,53.70%,3.70%,57.40%,47,40.70%,13.00%,46.30%,29.60%,24.10%,46.30%,38.90%,20.40%,40.70%,36,24.10%,18.50%,57.40%,14.80%,13.00%,72.20%
400167,2017,ELA/Literacy Grade 3,56,740,14.30%,14.30%,26.80%,41.10%,3.60%,44.60%,45,44.60%,21.40%,33.90%,32.10%,28.60%,39.30%,39.30%,26.80%,33.90%,33,32.10%,19.60%,48.20%,32.10%,17.90%,50.00%
400168,2017,ELA/Literacy Grade 3,38,747,5.30%,15.80%,31.60%,44.70%,2.60%,47.40%,48,26.30%,34.20%,39.50%,23.70%,26.30%,50.00%,34.20%,13.20%,52.60%,33,31.60%,23.70%,44.70%,34.20%,18.40%,47.40%
609772,2017,ELA/Literacy Grade 3,82,739,11.00%,24.40%,23.20%,41.50%,0.00%,41.50%,43,41.50%,29.30%,29.30%,36.60%,30.50%,32.90%,48.80%,12.20%,39.00%,34,34.10%,15.90%,50.00%,18.30%,17.10%,64.60%
609773,2017,ELA/Literacy Grade 3,47,751,17.00%,12.80%,21.30%,36.20%,12.80%,48.90%,52,36.20%,12.80%,51.10%,31.90%,21.30%,46.80%,23.40%,10.60%,66.00%,33,36.20%,27.70%,36.20%,38.30%,14.90%,46.80%
609774,2017,ELA/Literacy Grade 3,48,778,0.00%,4.20%,12.50%,64.60%,18.80%,83.30%,62,4.20%,16.70%,79.20%,8.30%,14.60%,77.10%,8.30%,10.40%,81.30%,40,12.50%,18.80%,68.80%,8.30%,10.40%,81.30%
609777,2017,ELA/Literacy Grade 3,27,735,18.50%,25.90%,14.80%,37.00%,3.70%,40.70%,42,48.10%,25.90%,25.90%,51.90%,18.50%,29.60%,48.10%,14.80%,37.00%,32,40.70%,7.40%,51.90%,40.70%,7.40%,51.90%
609779,2017,ELA/Literacy Grade 3,142,733,19.70%,25.40%,24.60%,28.90%,1.40%,30.30%,43,54.90%,18.30%,26.80%,43.00%,26.80%,30.30%,45.80%,19.00%,35.20%,30,49.30%,20.40%,30.30%,40.80%,19.00%,40.10%
609782,2017,ELA/Literacy Grade 3,50,752,2.00%,18.00%,22.00%,54.00%,4.00%,58.00%,55,20.00%,16.00%,64.00%,8.00%,26.00%,66.00%,20.00%,8.00%,72.00%,30,48.00%,22.00%,30.00%,36.00%,14.00%,50.00%
609786,2017,ELA/Literacy Grade 3,38,713,36.80%,34.20%,18.40%,10.50%,0.00%,10.50%,34,71.10%,15.80%,13.20%,71.10%,21.10%,7.90%,71.10%,10.50%,18.40%,26,63.20%,23.70%,13.20%,63.20%,13.20%,23.70%
609788,2017,ELA/Literacy Grade 3,30,726,20.00%,30.00%,23.30%,26.70%,0.00%,26.70%,38,53.30%,30.00%,16.70%,60.00%,16.70%,23.30%,46.70%,33.30%,20.00%,31,40.00%,26.70%,33.30%,43.30%,10.00%,46.70%
609789,2017,ELA/Literacy Grade 3,110,719,31.80%,21.80%,28.20%,17.30%,0.90%,18.20%,38,60.00%,19.10%,20.90%,53.60%,31.80%,14.50%,60.90%,20.90%,18.20%,26,59.10%,16.40%,24.50%,58.20%,13.60%,28.20%
609790,2017,ELA/Literacy Grade 3,48,706,45.80%,29.20%,12.50%,12.50%,0.00%,12.50%,33,77.10%,10.40%,12.50%,72.90%,16.70%,10.40%,72.90%,12.50%,14.60%,23,60.40%,27.10%,12.50%,68.80%,14.60%,16.70%
609791,2017,ELA/Literacy Grade 3,45,721,28.90%,28.90%,22.20%,17.80%,2.20%,20.00%,39,62.20%,24.40%,13.30%,55.60%,20.00%,24.40%,51.10%,20.00%,28.90%,27,48.90%,31.10%,20.00%,57.80%,17.80%,24.40%
609792,2017,ELA/Literacy Grade 3,91,725,39.60%,11.00%,19.80%,23.10%,6.60%,29.70%,40,57.10%,13.20%,29.70%,52.70%,16.50%,30.80%,57.10%,12.10%,30.80%,28,58.20%,12.10%,29.70%,45.10%,12.10%,42.90%
609793,2017,ELA/Literacy Grade 3,69,700,50.70%,27.50%,14.50%,5.80%,1.40%,7.20%,30,79.70%,10.10%,10.10%,79.70%,14.50%,5.80%,72.50%,15.90%,11.60%,22,79.70%,10.10%,10.10%,69.60%,10.10%,20.30%
609794,2017,ELA/Literacy Grade 3,30,797,0.00%,0.00%,6.70%,56.70%,36.70%,93.30%,69,0.00%,10.00%,90.00%,6.70%,13.30%,80.00%,3.30%,0.00%,96.70%,45,3.30%,3.30%,93.30%,3.30%,10.00%,86.70%
609795,2017,ELA/Literacy Grade 3,27,738,11.10%,25.90%,29.60%,33.30%,0.00%,33.30%,44,51.90%,22.20%,25.90%,40.70%,25.90%,33.30%,33.30%,22.20%,44.40%,32,33.30%,37.00%,29.60%,37.00%,18.50%,44.40%
609796,2017,ELA/Literacy Grade 3,116,763,10.30%,5.20%,12.90%,62.90%,8.60%,71.60%,56,21.60%,14.70%,63.80%,19.80%,16.40%,63.80%,16.40%,9.50%,74.10%,37,22.40%,18.10%,59.50%,17.20%,19.80%,62.90%
609797,2017,ELA/Literacy Grade 3,53,705,45.30%,28.30%,17.00%,9.40%,0.00%,9.40%,32,81.10%,5.70%,13.20%,81.10%,11.30%,7.50%,73.60%,18.90%,7.50%,24,67.90%,17.00%,15.10%,49.10%,18.90%,32.10%
609798,2017,ELA/Literacy Grade 3,11,753,0.00%,18.20%,27.30%,54.50%,0.00%,54.50%,50,27.30%,36.40%,36.40%,18.20%,45.50%,36.40%,0.00%,36.40%,63.60%,36,18.20%,45.50%,36.40%,0.00%,36.40%,63.60%
609799,2017,ELA/Literacy Grade 3,119,760,9.20%,9.20%,16.80%,55.50%,9.20%,64.70%,55,17.60%,20.20%,62.20%,25.20%,15.10%,59.70%,20.20%,13.40%,66.40%,36,26.90%,16.00%,57.10%,20.20%,15.10%,64.70%
609800,2017,ELA/Literacy Grade 3,35,710,40.00%,28.60%,17.10%,11.40%,2.90%,14.30%,36,62.90%,17.10%,20.00%,62.90%,11.40%,25.70%,65.70%,11.40%,22.90%,22,74.30%,20.00%,5.70%,68.60%,14.30%,17.10%
609803,2017,ELA/Literacy Grade 3,60,765,3.30%,10.00%,13.30%,65.00%,8.30%,73.30%,56,15.00%,8.30%,76.70%,11.70%,18.30%,70.00%,23.30%,20.00%,56.70%,38,15.00%,23.30%,61.70%,8.30%,18.30%,73.30%
609804,2017,ELA/Literacy Grade 3,92,727,22.80%,26.10%,17.40%,32.60%,1.10%,33.70%,39,59.80%,18.50%,21.70%,44.60%,27.20%,28.30%,51.10%,21.70%,27.20%,31,44.60%,22.80%,32.60%,40.20%,19.60%,40.20%
609805,2017,ELA/Literacy Grade 3,49,715,36.70%,24.50%,18.40%,20.40%,0.00%,20.40%,37,63.30%,22.40%,14.30%,67.30%,12.20%,20.40%,61.20%,20.40%,18.40%,25,61.20%,18.40%,20.40%,63.30%,16.30%,20.40%
609806,2017,ELA/Literacy Grade 3,89,702,39.30%,43.80%,13.50%,3.40%,0.00%,3.40%,32,68.50%,22.50%,9.00%,80.90%,18.00%,1.10%,71.90%,18.00%,10.10%,20,83.10%,14.60%,2.20%,76.40%,12.40%,11.20%
609807,2017,ELA/Literacy Grade 3,61,717,32.80%,31.10%,18.00%,16.40%,1.60%,18.00%,36,72.10%,11.50%,16.40%,67.20%,16.40%,16.40%,59.00%,18.00%,23.00%,27,54.10%,27.90%,18.00%,52.50%,11.50%,36.10%
609808,2017,ELA/Literacy Grade 3,71,714,32.40%,32.40%,22.50%,12.70%,0.00%,12.70%,34,80.30%,12.70%,7.00%,59.20%,32.40%,8.50%,66.20%,15.50%,18.30%,27,50.70%,21.10%,28.20%,56.30%,18.30%,25.40%
609809,2017,ELA/Literacy Grade 3,48,745,10.40%,20.80%,22.90%,41.70%,4.20%,45.80%,46,39.60%,29.20%,31.30%,29.20%,31.30%,39.60%,45.80%,14.60%,39.60%,35,27.10%,25.00%,47.90%,18.80%,10.40%,70.80%
609810,2017,ELA/Literacy Grade 3,119,752,7.60%,11.80%,24.40%,51.30%,5.00%,56.30%,48,38.70%,25.20%,36.10%,31.10%,23.50%,45.40%,25.20%,26.10%,48.70%,38,18.50%,13.40%,68.10%,16.80%,12.60%,70.60%
609811,2017,ELA/Literacy Grade 3,29,694,65.50%,13.80%,13.80%,6.90%,0.00%,6.90%,28,86.20%,10.30%,3.40%,75.90%,17.20%,6.90%,82.80%,10.30%,6.90%,20,79.30%,10.30%,10.30%,65.50%,13.80%,20.70%
609812,2017,ELA/Literacy Grade 3,24,698,58.30%,16.70%,20.80%,0.00%,4.20%,4.20%,31,70.80%,25.00%,4.20%,75.00%,20.80%,4.20%,75.00%,12.50%,12.50%,20,79.20%,4.20%,16.70%,79.20%,8.30%,12.50%
609813,2017,ELA/Literacy Grade 3,30,713,40.00%,20.00%,23.30%,16.70%,0.00%,16.70%,34,66.70%,23.30%,10.00%,70.00%,13.30%,16.70%,66.70%,10.00%,23.30%,27,53.30%,26.70%,20.00%,46.70%,20.00%,33.30%
609815,2017,ELA/Literacy Grade 3,83,719,31.30%,22.90%,21.70%,24.10%,0.00%,24.10%,38,57.80%,19.30%,22.90%,47.00%,31.30%,21.70%,51.80%,20.50%,27.70%,26,60.20%,19.30%,20.50%,50.60%,18.10%,31.30%
609817,2017,ELA/Literacy Grade 3,67,739,17.90%,22.40%,17.90%,34.30%,7.50%,41.80%,45,47.80%,13.40%,38.80%,44.80%,22.40%,32.80%,38.80%,17.90%,43.30%,31,35.80%,14.90%,49.30%,34.30%,19.40%,46.30%
609818,2017,ELA/Literacy Grade 3,101,721,27.70%,23.80%,27.70%,19.80%,1.00%,20.80%,36,70.30%,19.80%,9.90%,56.40%,26.70%,16.80%,54.50%,17.80%,27.70%,30,51.50%,17.80%,30.70%,42.60%,17.80%,39.60%
609819,2017,ELA/Literacy Grade 3,32,690,71.90%,15.60%,12.50%,0.00%,0.00%,0.00%,28,84.40%,6.30%,9.40%,93.80%,6.30%,0.00%,84.40%,3.10%,12.50%,17,96.90%,0.00%,3.10%,71.90%,25.00%,3.10%
609820,2017,ELA/Literacy Grade 3,54,762,3.70%,13.00%,14.80%,59.30%,9.30%,68.50%,55,16.70%,14.80%,68.50%,18.50%,20.40%,61.10%,11.10%,22.20%,66.70%,36,27.80%,14.80%,57.40%,24.10%,20.40%,55.60%
609821,2017,ELA/Literacy Grade 3,66,727,22.70%,21.20%,25.80%,30.30%,0.00%,30.30%,40,53.00%,25.80%,21.20%,42.40%,33.30%,24.20%,43.90%,21.20%,34.80%,29,45.50%,21.20%,33.30%,39.40%,24.20%,36.40%
609827,2017,ELA/Literacy Grade 3,51,728,23.50%,17.60%,29.40%,27.50%,2.00%,29.40%,40,54.90%,13.70%,31.40%,51.00%,31.40%,17.60%,49.00%,17.60%,33.30%,30,47.10%,13.70%,39.20%,41.20%,19.60%,39.20%
609828,2017,ELA/Literacy Grade 3,54,753,13.00%,11.10%,18.50%,48.10%,9.30%,57.40%,51,35.20%,11.10%,53.70%,29.60%,24.10%,46.30%,27.80%,16.70%,55.60%,36,27.80%,14.80%,57.40%,35.20%,9.30%,55.60%
609829,2017,ELA/Literacy Grade 3,46,747,6.50%,17.40%,37.00%,32.60%,6.50%,39.10%,47,47.80%,15.20%,37.00%,30.40%,28.30%,41.30%,37.00%,19.60%,43.50%,36,30.40%,26.10%,43.50%,32.60%,19.60%,47.80%
609830,2017,ELA/Literacy Grade 3,64,703,54.70%,17.20%,17.20%,10.90%,0.00%,10.90%,31,76.60%,15.60%,7.80%,70.30%,21.90%,7.80%,73.40%,17.20%,9.40%,22,70.30%,12.50%,17.20%,60.90%,15.60%,23.40%
609832,2017,ELA/Literacy Grade 3,64,740,12.50%,20.30%,29.70%,35.90%,1.60%,37.50%,45,48.40%,18.80%,32.80%,34.40%,26.60%,39.10%,42.20%,15.60%,42.20%,33,35.90%,23.40%,40.60%,31.30%,15.60%,53.10%
609833,2017,ELA/Literacy Grade 3,20,736,15.00%,30.00%,15.00%,35.00%,5.00%,40.00%,44,50.00%,15.00%,35.00%,45.00%,15.00%,40.00%,40.00%,20.00%,40.00%,31,45.00%,15.00%,40.00%,45.00%,10.00%,45.00%
609834,2017,ELA/Literacy Grade 3,88,719,30.70%,25.00%,25.00%,17.00%,2.30%,19.30%,37,62.50%,19.30%,18.20%,61.40%,21.60%,17.00%,62.50%,18.20%,19.30%,28,56.80%,14.80%,28.40%,53.40%,17.00%,29.50%
609835,2017,ELA/Literacy Grade 3,87,720,28.70%,26.40%,20.70%,20.70%,3.40%,24.10%,38,67.80%,11.50%,20.70%,47.10%,32.20%,20.70%,50.60%,24.10%,25.30%,28,63.20%,10.30%,26.40%,52.90%,16.10%,31.00%
609836,2017,ELA/Literacy Grade 3,108,743,12.00%,19.40%,18.50%,48.10%,1.90%,50.00%,49,29.60%,23.10%,47.20%,27.80%,34.30%,38.00%,32.40%,11.10%,56.50%,31,51.90%,16.70%,31.50%,25.00%,21.30%,53.70%
609837,2017,ELA/Literacy Grade 3,68,748,10.30%,25.00%,19.10%,38.20%,7.40%,45.60%,49,39.70%,17.60%,42.60%,35.30%,22.10%,42.60%,25.00%,22.10%,52.90%,34,29.40%,22.10%,48.50%,29.40%,17.60%,52.90%
609839,2017,ELA/Literacy Grade 3,47,734,17.00%,21.30%,27.70%,31.90%,2.10%,34.00%,39,53.20%,29.80%,17.00%,55.30%,23.40%,21.30%,61.70%,17.00%,21.30%,35,23.40%,21.30%,55.30%,29.80%,14.90%,55.30%
609842,2017,ELA/Literacy Grade 3,129,713,42.60%,21.70%,17.10%,17.80%,0.80%,18.60%,35,69.80%,16.30%,14.00%,60.50%,20.20%,19.40%,70.50%,15.50%,14.00%,24,64.30%,12.40%,23.30%,56.60%,20.90%,22.50%
609844,2017,ELA/Literacy Grade 3,55,722,38.20%,18.20%,18.20%,23.60%,1.80%,25.50%,39,52.70%,21.80%,25.50%,58.20%,16.40%,25.50%,65.50%,9.10%,25.50%,27,47.30%,21.80%,30.90%,58.20%,14.50%,27.30%
609845,2017,ELA/Literacy Grade 3,68,706,41.20%,33.80%,13.20%,11.80%,0.00%,11.80%,34,75.00%,11.80%,13.20%,72.10%,13.20%,14.70%,76.50%,10.30%,13.20%,22,76.50%,7.40%,16.20%,75.00%,8.80%,16.20%
609848,2017,ELA/Literacy Grade 3,19,702,42.10%,31.60%,15.80%,10.50%,0.00%,10.50%,33,68.40%,21.10%,10.50%,63.20%,26.30%,10.50%,68.40%,15.80%,15.80%,19,78.90%,10.50%,10.50%,73.70%,26.30%,0.00%
609849,2017,ELA/Literacy Grade 3,44,741,11.40%,18.20%,34.10%,34.10%,2.30%,36.40%,47,29.50%,29.50%,40.90%,40.90%,25.00%,34.10%,27.30%,27.30%,45.50%,31,38.60%,31.80%,29.50%,34.10%,11.40%,54.50%
609850,2017,ELA/Literacy Grade 3,66,759,12.10%,9.10%,19.70%,48.50%,10.60%,59.10%,50,31.80%,16.70%,51.50%,30.30%,22.70%,47.00%,25.80%,21.20%,53.00%,38,24.20%,9.10%,66.70%,25.80%,12.10%,62.10%
609851,2017,ELA/Literacy Grade 3,51,695,56.90%,21.60%,17.60%,3.90%,0.00%,3.90%,29,80.40%,9.80%,9.80%,78.40%,17.60%,3.90%,76.50%,9.80%,13.70%,20,88.20%,5.90%,5.90%,80.40%,11.80%,7.80%
609852,2017,ELA/Literacy Grade 3,53,729,22.60%,22.60%,22.60%,28.30%,3.80%,32.10%,42,47.20%,28.30%,24.50%,49.10%,24.50%,26.40%,47.20%,15.10%,37.70%,28,56.60%,18.90%,24.50%,47.20%,13.20%,39.60%
609853,2017,ELA/Literacy Grade 3,37,732,18.90%,29.70%,16.20%,32.40%,2.70%,35.10%,42,54.10%,16.20%,29.70%,56.80%,21.60%,21.60%,45.90%,16.20%,37.80%,31,48.60%,10.80%,40.50%,37.80%,13.50%,48.60%
609854,2017,ELA/Literacy Grade 3,43,722,27.90%,20.90%,27.90%,23.30%,0.00%,23.30%,39,58.10%,23.30%,18.60%,53.50%,30.20%,16.30%,48.80%,16.30%,34.90%,28,60.50%,23.30%,16.30%,34.90%,25.60%,39.50%
609855,2017,ELA/Literacy Grade 3,31,688,80.60%,3.20%,16.10%,0.00%,0.00%,0.00%,27,80.60%,16.10%,3.20%,83.90%,12.90%,3.20%,87.10%,9.70%,3.20%,16,90.30%,9.70%,0.00%,83.90%,9.70%,6.50%
609856,2017,ELA/Literacy Grade 3,66,728,22.70%,18.20%,31.80%,27.30%,0.00%,27.30%,41,48.50%,25.80%,25.80%,45.50%,25.80%,28.80%,47.00%,22.70%,30.30%,29,47.00%,19.70%,33.30%,50.00%,12.10%,37.90%
609857,2017,ELA/Literacy Grade 3,61,732,8.20%,34.40%,29.50%,27.90%,0.00%,27.90%,40,60.70%,13.10%,26.20%,50.80%,16.40%,32.80%,54.10%,14.80%,31.10%,33,27.90%,26.20%,45.90%,29.50%,19.70%,50.80%
609859,2017,ELA/Literacy Grade 3,125,722,35.20%,19.20%,20.00%,21.60%,4.00%,25.60%,39,63.20%,12.80%,24.00%,48.00%,29.60%,22.40%,59.20%,13.60%,27.20%,27,56.80%,12.80%,30.40%,46.40%,8.80%,44.80%
609861,2017,ELA/Literacy Grade 3,54,744,11.10%,22.20%,14.80%,51.90%,0.00%,51.90%,48,31.50%,24.10%,44.40%,31.50%,20.40%,48.10%,25.90%,25.90%,48.10%,32,38.90%,27.80%,33.30%,29.60%,16.70%,53.70%
609862,2017,ELA/Literacy Grade 3,49,718,28.60%,30.60%,28.60%,12.20%,0.00%,12.20%,38,61.20%,14.30%,24.50%,63.30%,14.30%,22.40%,61.20%,18.40%,20.40%,25,59.20%,22.40%,18.40%,53.10%,26.50%,20.40%
609863,2017,ELA/Literacy Grade 3,28,737,10.70%,32.10%,17.90%,35.70%,3.60%,39.30%,43,53.60%,25.00%,21.40%,28.60%,28.60%,42.90%,46.40%,14.30%,39.30%,32,35.70%,21.40%,42.90%,39.30%,28.60%,32.10%
609864,2017,ELA/Literacy Grade 3,38,708,44.70%,36.80%,10.50%,5.30%,2.60%,7.90%,34,76.30%,10.50%,13.20%,73.70%,15.80%,10.50%,60.50%,28.90%,10.50%,21,73.70%,13.20%,13.20%,68.40%,18.40%,13.20%
609865,2017,ELA/Literacy Grade 3,58,711,41.40%,29.30%,17.20%,12.10%,0.00%,12.10%,35,77.60%,12.10%,10.30%,63.80%,20.70%,15.50%,70.70%,8.60%,20.70%,25,65.50%,22.40%,12.10%,60.30%,24.10%,15.50%
609866,2017,ELA/Literacy Grade 3,108,769,7.40%,9.30%,13.00%,53.70%,16.70%,70.40%,59,16.70%,13.90%,69.40%,16.70%,11.10%,72.20%,17.60%,8.30%,74.10%,37,28.70%,12.00%,59.30%,26.90%,13.00%,60.20%
609867,2017,ELA/Literacy Grade 3,81,720,32.10%,23.50%,22.20%,19.80%,2.50%,22.20%,39,54.30%,28.40%,17.30%,54.30%,28.40%,17.30%,61.70%,18.50%,19.80%,26,55.60%,21.00%,23.50%,53.10%,16.00%,30.90%
609869,2017,ELA/Literacy Grade 3,42,706,45.20%,33.30%,7.10%,11.90%,2.40%,14.30%,33,73.80%,19.00%,7.10%,66.70%,19.00%,14.30%,78.60%,2.40%,19.00%,24,73.80%,11.90%,14.30%,69.00%,9.50%,21.40%
609870,2017,ELA/Literacy Grade 3,55,729,14.50%,29.10%,32.70%,21.80%,1.80%,23.60%,41,61.80%,16.40%,21.80%,45.50%,25.50%,29.10%,56.40%,18.20%,25.50%,30,45.50%,18.20%,36.40%,47.30%,18.20%,34.50%
609872,2017,ELA/Literacy Grade 3,30,735,20.00%,20.00%,16.70%,40.00%,3.30%,43.30%,41,46.70%,33.30%,20.00%,43.30%,20.00%,36.70%,46.70%,13.30%,40.00%,34,23.30%,26.70%,50.00%,33.30%,16.70%,50.00%
609873,2017,ELA/Literacy Grade 3,34,720,35.30%,17.60%,32.40%,14.70%,0.00%,14.70%,37,67.60%,14.70%,17.60%,58.80%,26.50%,14.70%,64.70%,20.60%,14.70%,27,44.10%,35.30%,20.60%,55.90%,14.70%,29.40%
609874,2017,ELA/Literacy Grade 3,68,757,2.90%,11.80%,25.00%,57.40%,2.90%,60.30%,53,25.00%,19.10%,55.90%,16.20%,30.90%,52.90%,17.60%,23.50%,58.80%,36,30.90%,16.20%,52.90%,17.60%,8.80%,73.50%
609875,2017,ELA/Literacy Grade 3,48,720,29.20%,20.80%,33.30%,16.70%,0.00%,16.70%,38,68.80%,18.80%,12.50%,62.50%,22.90%,14.60%,66.70%,8.30%,25.00%,28,45.80%,25.00%,29.20%,54.20%,18.80%,27.10%
609876,2017,ELA/Literacy Grade 3,86,712,37.20%,27.90%,18.60%,16.30%,0.00%,16.30%,36,68.60%,15.10%,16.30%,59.30%,18.60%,22.10%,73.30%,15.10%,11.60%,24,67.40%,17.40%,15.10%,57.00%,17.40%,25.60%
609879,2017,ELA/Literacy Grade 3,125,717,35.20%,26.40%,20.00%,17.60%,0.80%,18.40%,38,64.80%,16.80%,18.40%,61.60%,18.40%,20.00%,57.60%,17.60%,24.80%,25,66.40%,15.20%,18.40%,52.80%,18.40%,28.80%
609880,2017,ELA/Literacy Grade 3,58,802,0.00%,0.00%,3.40%,55.20%,41.40%,96.60%,71,1.70%,3.40%,94.80%,1.70%,3.40%,94.80%,0.00%,6.90%,93.10%,46,5.20%,8.60%,86.20%,0.00%,5.20%,94.80%
609883,2017,ELA/Literacy Grade 3,57,724,19.30%,33.30%,31.60%,15.80%,0.00%,15.80%,39,57.90%,22.80%,19.30%,49.10%,31.60%,19.30%,61.40%,21.10%,17.50%,28,45.60%,29.80%,24.60%,57.90%,12.30%,29.80%
609884,2017,ELA/Literacy Grade 3,87,728,25.30%,26.40%,18.40%,28.70%,1.10%,29.90%,41,57.50%,13.80%,28.70%,43.70%,24.10%,32.20%,52.90%,13.80%,33.30%,30,49.40%,19.50%,31.00%,34.50%,20.70%,44.80%
609885,2017,ELA/Literacy Grade 3,44,699,50.00%,27.30%,13.60%,9.10%,0.00%,9.10%,31,86.40%,4.50%,9.10%,79.50%,13.60%,6.80%,72.70%,18.20%,9.10%,20,75.00%,13.60%,11.40%,75.00%,18.20%,6.80%
609887,2017,ELA/Literacy Grade 3,46,757,8.70%,19.60%,13.00%,47.80%,10.90%,58.70%,52,23.90%,19.60%,56.50%,34.80%,19.60%,45.70%,19.60%,21.70%,58.70%,36,28.30%,15.20%,56.50%,30.40%,15.20%,54.30%
609891,2017,ELA/Literacy Grade 3,36,692,63.90%,27.80%,2.80%,5.60%,0.00%,5.60%,29,94.40%,2.80%,2.80%,75.00%,16.70%,8.30%,83.30%,5.60%,11.10%,18,88.90%,8.30%,2.80%,77.80%,16.70%,5.60%
